age,gender,job_type,daily_social_media_time,social_platform_preference,number_of_notifications,work_hours_per_day,perceived_productivity_score,actual_productivity_score,stress_level,sleep_hours,screen_time_before_sleep,breaks_during_work,uses_focus_apps,has_digital_wellbeing_enabled,coffee_consumption_per_day,days_feeling_burnout_per_month,job_satisfaction_score,age_group,hours_bin,daily_social_media_time_bin
21,Female,Unemployed,4.7,Twitter,63,7.9,4.5,4.0,4.0,6.0,1.1,9,False,False,0,12,4.0,20-40,4-8,"(3.6, 5.4]"
29,Male,Health,4.7,Twitter,62,8.7,8.5,8.4,6.0,7.2,2.2,8,False,False,1,17,9.0,20-40,4-8,"(3.6, 5.4]"
62,Female,Health,3.2,Twitter,75,7.8,3.4,3.6,10.0,7.1,2.0,5,False,False,1,4,4.4,60-80,0-4,"(1.8, 3.6]"
19,Female,Student,3.3,TikTok,54,10.5,4.3,3.7,3.0,7.0,0.0,10,False,True,2,2,4.2,0-20,0-4,"(1.8, 3.6]"
44,Male,Student,3.5,Twitter,63,7.4,5.6,5.4,2.0,7.0,1.0,8,False,False,2,23,5.8,40-60,0-4,"(1.8, 3.6]"
48,Male,Unemployed,5.2,Telegram,49,8.6,3.7,2.8,5.0,7.0,2.0,4,False,True,1,9,2.6,40-60,4-8,"(3.6, 5.4]"
53,Female,Finance,3.6,TikTok,65,10.6,8.2,6.8,7.0,7.4,1.9,3,False,False,3,12,7.6,40-60,0-4,"(1.8, 3.6]"
53,Female,IT,3.2,TikTok,61,8.5,3.2,2.5,3.0,7.2,0.0,2,True,False,5,31,2.9,40-60,0-4,"(1.8, 3.6]"
43,Male,Unemployed,3.7,TikTok,66,9.9,5.6,6.1,6.0,8.1,1.5,7,False,False,4,9,6.9,40-60,0-4,"(3.6, 5.4]"
60,Other,Unemployed,2.3,Twitter,59,8.3,5.2,5.2,5.0,9.0,2.1,0,False,False,2,31,6.3,40-60,0-4,"(1.8, 3.6]"
44,Female,IT,0.9,Instagram,58,5.4,2.1,1.6,5.0,6.5,1.3,4,True,False,0,0,1.7,40-60,0-4,"(-0.018, 1.8]"
22,Male,IT,5.8,Facebook,50,4.3,5.5,5.6,5.0,6.7,0.8,2,False,False,3,28,5.9,20-40,4-8,"(5.4, 7.2]"
37,Male,Health,1.7,Twitter,56,1.8,9.0,8.2,1.0,4.7,0.7,2,True,False,2,30,9.5,20-40,0-4,"(-0.018, 1.8]"
28,Female,Finance,3.1,Facebook,73,6.0,8.8,8.4,6.0,4.9,2.0,8,False,False,2,6,7.7,20-40,0-4,"(1.8, 3.6]"
27,Male,IT,1.1,Telegram,57,7.7,7.7,7.5,8.0,7.2,0.0,4,False,False,2,29,8.9,20-40,0-4,"(-0.018, 1.8]"
57,Male,Unemployed,2.6,Twitter,50,9.1,2.7,2.2,10.0,5.4,1.4,2,False,False,0,1,2.8,40-60,0-4,"(1.8, 3.6]"
55,Female,Student,4.1,Twitter,64,5.5,8.6,7.5,6.0,4.4,1.1,0,False,False,1,21,5.1,40-60,4-8,"(3.6, 5.4]"
23,Female,Unemployed,3.6,Facebook,66,8.9,8.6,7.5,1.0,7.0,1.4,8,False,True,3,3,7.6,20-40,0-4,"(1.8, 3.6]"
25,Female,Health,1.9,Telegram,72,6.2,5.2,5.3,1.0,6.5,0.9,4,False,False,0,24,4.4,20-40,0-4,"(1.8, 3.6]"
40,Male,Health,1.6,TikTok,68,6.5,5.9,4.3,3.0,8.1,0.7,1,True,False,1,28,3.0,20-40,0-4,"(-0.018, 1.8]"
64,Female,Unemployed,3.5,TikTok,65,7.9,2.0,1.4,4.0,4.9,0.3,10,True,False,1,29,1.8,60-80,0-4,"(1.8, 3.6]"
43,Other,Student,5.2,Telegram,56,9.1,6.4,5.5,6.0,6.3,1.8,6,False,False,2,27,6.4,40-60,4-8,"(3.6, 5.4]"
63,Male,Finance,5.9,TikTok,49,7.2,6.0,6.0,7.0,7.3,1.0,0,False,False,4,3,7.1,60-80,4-8,"(5.4, 7.2]"
60,Female,Finance,7.0,Facebook,51,6.9,2.5,1.9,4.0,5.2,0.3,10,False,False,0,31,2.5,40-60,4-8,"(5.4, 7.2]"
29,Female,IT,1.6,Facebook,59,3.4,6.4,6.1,6.0,6.2,1.3,4,False,True,7,4,6.2,20-40,0-4,"(-0.018, 1.8]"
43,Female,Student,1.5,Telegram,54,8.2,7.6,6.9,8.0,7.0,1.7,4,False,False,2,6,6.2,40-60,0-4,"(-0.018, 1.8]"
30,Female,Education,2.8,TikTok,66,7.2,5.9,5.9,10.0,8.0,1.4,2,False,False,1,21,6.2,20-40,0-4,"(1.8, 3.6]"
57,Male,Finance,2.7,TikTok,54,9.1,4.1,4.8,3.0,7.2,0.0,9,True,False,5,13,6.2,40-60,0-4,"(1.8, 3.6]"
35,Female,IT,3.7,Twitter,53,3.2,2.4,1.6,6.0,5.7,0.5,7,True,False,2,14,1.3,20-40,0-4,"(3.6, 5.4]"
42,Female,Health,4.7,TikTok,65,4.9,2.6,2.0,5.0,8.4,0.9,7,False,True,3,24,2.8,40-60,4-8,"(3.6, 5.4]"
50,Female,Finance,1.4,Instagram,54,5.7,2.5,2.6,2.0,8.1,0.3,0,True,False,2,14,0.5,40-60,0-4,"(-0.018, 1.8]"
64,Other,Education,1.7,Twitter,61,4.8,8.7,7.2,1.0,6.5,0.4,1,False,False,2,13,6.9,60-80,0-4,"(-0.018, 1.8]"
57,Male,Health,3.9,Instagram,68,7.4,5.6,5.2,8.0,4.2,1.6,3,False,False,3,30,8.1,40-60,0-4,"(3.6, 5.4]"
60,Male,Health,0.6,Instagram,57,7.2,3.3,2.8,1.0,5.0,2.4,8,False,False,2,22,2.8,40-60,0-4,"(-0.018, 1.8]"
29,Male,Student,2.5,Instagram,63,6.6,6.3,6.6,8.0,6.4,0.9,0,True,True,2,22,7.5,20-40,0-4,"(1.8, 3.6]"
61,Female,Student,4.5,Telegram,59,9.0,4.3,4.1,10.0,6.2,0.3,10,True,False,1,24,3.2,60-80,4-8,"(3.6, 5.4]"
53,Male,Unemployed,3.1,TikTok,52,4.7,2.3,1.6,9.0,9.5,0.8,9,False,True,3,21,0.4,40-60,0-4,"(1.8, 3.6]"
65,Female,Finance,4.5,Twitter,50,4.2,4.6,4.3,9.0,5.9,1.0,4,False,False,1,31,4.7,60-80,4-8,"(3.6, 5.4]"
21,Male,Education,5.0,Facebook,64,1.9,8.1,7.7,5.0,6.9,2.0,1,False,True,2,10,9.0,20-40,4-8,"(3.6, 5.4]"
22,Male,Student,2.8,Telegram,61,3.7,5.5,4.2,6.0,5.2,0.7,9,False,True,5,2,6.3,20-40,0-4,"(1.8, 3.6]"
54,Male,IT,0.0,Twitter,52,9.3,5.2,3.5,6.0,6.2,0.0,9,False,True,4,6,3.5,40-60,,"(-0.018, 1.8]"
25,Female,Health,5.5,Instagram,63,7.2,3.5,5.6,1.0,8.5,1.7,8,False,True,2,4,3.9,20-40,4-8,"(5.4, 7.2]"
59,Female,IT,2.9,Telegram,55,6.6,8.2,7.8,7.0,6.7,1.0,8,False,True,3,7,8.1,40-60,0-4,"(1.8, 3.6]"
45,Female,Health,4.6,Twitter,64,7.6,4.5,4.0,10.0,4.7,0.8,9,False,False,4,0,4.5,40-60,4-8,"(3.6, 5.4]"
48,Female,IT,5.7,TikTok,44,8.4,8.8,8.6,1.0,4.7,0.4,8,True,False,1,29,10.0,40-60,4-8,"(5.4, 7.2]"
26,Male,Health,0.0,TikTok,60,4.8,3.7,3.3,5.0,8.3,1.0,6,False,True,3,22,8.7,20-40,,"(-0.018, 1.8]"
46,Male,Student,3.0,Telegram,65,7.7,8.9,7.7,6.0,4.2,1.2,3,False,False,3,19,7.4,40-60,0-4,"(1.8, 3.6]"
31,Other,IT,6.1,TikTok,56,8.4,8.9,4.0,1.0,6.0,1.1,6,True,False,2,1,2.8,20-40,4-8,"(5.4, 7.2]"
57,Female,Finance,2.6,TikTok,53,5.6,9.0,9.0,7.0,5.9,1.0,3,False,True,1,9,8.8,40-60,0-4,"(1.8, 3.6]"
58,Male,Finance,1.7,Instagram,55,9.4,6.3,6.3,1.0,3.6,0.6,5,True,False,1,18,6.3,40-60,0-4,"(-0.018, 1.8]"
39,Female,Education,0.8,Telegram,70,8.7,5.2,4.5,3.0,5.5,0.1,4,False,False,2,5,5.2,20-40,0-4,"(-0.018, 1.8]"
28,Male,Education,4.0,Facebook,68,9.3,4.2,4.0,2.0,6.2,0.5,4,True,False,0,20,4.4,20-40,0-4,"(3.6, 5.4]"
40,Male,Unemployed,0.5,Telegram,61,5.4,3.1,2.4,9.0,7.2,0.8,4,True,False,2,21,2.4,20-40,0-4,"(-0.018, 1.8]"
18,Male,Education,1.3,Instagram,51,8.2,5.3,5.4,7.0,4.5,0.9,2,False,False,3,7,5.7,0-20,0-4,"(-0.018, 1.8]"
63,Female,IT,2.1,Telegram,61,8.7,2.1,1.1,10.0,5.5,1.4,6,True,True,0,21,1.5,60-80,0-4,"(1.8, 3.6]"
54,Male,Health,5.9,Twitter,66,5.8,4.2,4.0,5.0,6.5,0.0,4,False,False,2,10,5.7,40-60,4-8,"(5.4, 7.2]"
38,Male,Unemployed,5.9,Telegram,57,6.3,8.1,6.9,7.0,6.8,1.5,7,False,False,1,10,6.8,20-40,4-8,"(5.4, 7.2]"
43,Male,Education,1.8,Telegram,67,5.8,4.7,3.2,8.0,5.3,0.6,1,False,True,1,10,3.3,40-60,0-4,"(-0.018, 1.8]"
63,Male,Student,6.4,Instagram,73,2.7,4.1,3.3,5.0,5.8,0.7,3,True,True,2,6,3.6,60-80,4-8,"(5.4, 7.2]"
53,Female,Finance,1.8,Telegram,82,5.6,8.7,7.8,4.0,6.6,1.4,7,False,False,2,20,8.1,40-60,0-4,"(-0.018, 1.8]"
40,Male,Finance,4.4,Twitter,59,6.6,8.2,5.0,5.0,7.0,0.9,6,False,True,2,10,7.1,20-40,4-8,"(3.6, 5.4]"
18,Male,Student,2.9,Telegram,61,8.0,7.8,6.8,2.0,7.3,0.8,10,False,True,1,31,6.1,0-20,0-4,"(1.8, 3.6]"
57,Female,Finance,2.2,TikTok,73,4.7,7.9,7.5,1.0,4.9,1.0,8,True,False,1,19,5.4,40-60,0-4,"(1.8, 3.6]"
32,Male,IT,4.6,Twitter,53,6.2,6.5,5.2,7.0,4.1,2.8,1,False,False,0,20,4.7,20-40,4-8,"(3.6, 5.4]"
38,Male,Student,2.0,Telegram,79,8.2,7.0,5.9,2.0,4.8,1.7,2,False,False,1,15,5.1,20-40,0-4,"(1.8, 3.6]"
64,Male,IT,1.9,Facebook,60,4.5,2.6,1.7,7.0,5.2,1.0,8,False,False,4,21,1.6,60-80,0-4,"(1.8, 3.6]"
26,Female,Unemployed,3.3,Telegram,58,6.7,2.7,3.5,2.0,5.3,0.5,1,False,False,0,13,2.4,20-40,0-4,"(1.8, 3.6]"
26,Female,Finance,4.8,TikTok,78,8.1,2.8,1.8,8.0,4.5,1.4,10,False,False,1,21,3.1,20-40,4-8,"(3.6, 5.4]"
27,Male,Student,3.5,TikTok,63,6.0,6.2,5.6,4.0,5.9,0.6,6,True,False,0,1,7.1,20-40,0-4,"(1.8, 3.6]"
43,Female,Student,2.3,TikTok,67,5.8,3.4,3.1,3.0,5.2,1.0,4,True,True,2,0,2.9,40-60,0-4,"(1.8, 3.6]"
58,Female,Unemployed,2.0,Twitter,54,6.4,8.1,7.5,6.0,7.3,0.2,6,False,False,5,15,7.6,40-60,0-4,"(1.8, 3.6]"
52,Female,Unemployed,2.6,Facebook,61,8.1,5.6,4.6,1.0,6.7,0.2,10,True,False,3,14,6.5,40-60,0-4,"(1.8, 3.6]"
42,Male,Unemployed,4.1,Twitter,62,6.2,5.6,5.4,8.0,6.5,1.3,1,False,False,1,31,5.3,40-60,4-8,"(3.6, 5.4]"
43,Male,Student,0.9,Telegram,71,9.6,6.9,6.3,7.0,7.1,0.9,9,False,True,0,28,7.2,40-60,0-4,"(-0.018, 1.8]"
28,Female,Finance,1.7,Facebook,56,6.0,7.0,6.2,8.0,8.2,1.6,1,True,True,3,16,6.5,20-40,0-4,"(-0.018, 1.8]"
55,Female,Finance,4.6,Instagram,61,9.4,5.9,7.1,7.0,5.3,0.1,2,False,False,1,5,7.3,40-60,4-8,"(3.6, 5.4]"
19,Female,Finance,3.2,Telegram,47,6.7,4.8,3.9,2.0,5.8,1.2,8,True,True,2,29,4.3,0-20,0-4,"(1.8, 3.6]"
24,Male,Education,1.8,Twitter,75,7.2,3.6,3.2,8.0,6.4,1.2,10,False,False,3,4,3.1,20-40,0-4,"(-0.018, 1.8]"
35,Male,Education,2.9,Instagram,55,3.3,7.6,7.0,6.0,6.6,0.0,4,False,False,3,19,8.1,20-40,0-4,"(1.8, 3.6]"
44,Female,Health,1.4,Telegram,60,12.0,6.0,5.1,1.0,5.5,0.6,6,False,False,1,4,5.1,40-60,0-4,"(-0.018, 1.8]"
51,Female,Student,2.1,Telegram,62,4.8,8.7,8.0,4.0,8.0,1.7,4,False,True,5,24,8.5,40-60,0-4,"(1.8, 3.6]"
44,Male,Finance,3.3,Facebook,66,10.0,2.2,2.4,8.0,7.4,0.0,6,False,False,5,10,3.4,40-60,0-4,"(1.8, 3.6]"
34,Male,Student,4.4,Twitter,63,6.2,3.2,3.0,9.0,4.4,0.0,10,True,False,2,14,4.9,20-40,4-8,"(3.6, 5.4]"
60,Male,Unemployed,1.5,TikTok,40,5.9,8.6,7.7,8.0,8.4,0.6,9,True,False,2,27,5.4,40-60,0-4,"(-0.018, 1.8]"
61,Female,IT,1.4,Instagram,65,8.1,7.7,7.1,7.0,6.5,0.5,2,False,False,2,13,3.5,60-80,0-4,"(-0.018, 1.8]"
41,Female,IT,5.3,Twitter,55,7.5,6.7,6.4,3.0,6.0,0.2,4,False,False,2,30,6.2,40-60,4-8,"(3.6, 5.4]"
42,Female,Finance,1.7,TikTok,59,3.2,6.4,6.2,4.0,7.4,0.7,1,False,False,2,14,5.3,40-60,0-4,"(-0.018, 1.8]"
24,Female,Education,1.5,Instagram,46,9.3,3.8,3.9,5.0,7.3,1.2,5,False,False,3,24,4.4,20-40,0-4,"(-0.018, 1.8]"
23,Male,Health,0.0,Telegram,54,6.8,5.8,4.7,3.0,7.2,1.6,9,False,False,2,2,5.0,20-40,,"(-0.018, 1.8]"
41,Female,Education,5.2,Instagram,53,6.7,4.4,4.4,8.0,6.5,0.4,5,False,False,2,31,4.8,40-60,4-8,"(3.6, 5.4]"
50,Other,Student,5.7,Twitter,63,6.5,2.9,3.3,4.0,5.8,0.7,8,False,False,2,1,0.8,40-60,4-8,"(5.4, 7.2]"
46,Female,Education,3.0,Facebook,63,6.9,5.6,5.2,10.0,6.7,0.8,1,True,False,1,11,4.8,40-60,0-4,"(1.8, 3.6]"
60,Female,Finance,3.4,Facebook,62,8.4,2.2,2.1,3.0,7.8,2.0,8,False,True,2,22,1.7,40-60,0-4,"(1.8, 3.6]"
39,Male,Unemployed,3.0,Instagram,43,3.5,5.6,5.3,5.0,7.6,1.5,8,False,False,0,8,5.1,20-40,0-4,"(1.8, 3.6]"
43,Female,Unemployed,0.8,Facebook,55,9.7,6.2,6.3,4.0,7.6,1.2,8,False,False,2,28,5.5,40-60,0-4,"(-0.018, 1.8]"
45,Female,Education,1.5,Twitter,55,5.7,2.8,1.0,3.0,6.8,0.6,1,False,True,3,21,0.4,40-60,0-4,"(-0.018, 1.8]"
38,Female,IT,2.3,TikTok,70,8.3,4.3,3.3,9.0,7.5,0.0,0,True,False,1,19,2.7,20-40,0-4,"(1.8, 3.6]"
24,Male,Finance,3.0,Facebook,71,7.5,4.7,4.5,6.0,8.0,1.6,6,False,True,0,7,2.6,20-40,0-4,"(1.8, 3.6]"
34,Female,Finance,4.4,Twitter,54,8.8,2.2,3.9,3.0,6.1,1.1,8,True,False,2,20,0.4,20-40,4-8,"(3.6, 5.4]"
37,Male,Finance,1.2,Instagram,68,4.9,2.6,3.3,9.0,3.9,0.6,10,False,False,1,31,3.5,20-40,0-4,"(-0.018, 1.8]"
58,Male,Education,1.1,Instagram,56,7.0,6.6,6.3,10.0,7.1,0.3,6,False,False,1,14,6.1,40-60,0-4,"(-0.018, 1.8]"
37,Male,IT,3.9,Twitter,67,8.4,6.7,5.8,2.0,5.7,0.3,10,False,False,5,10,6.4,20-40,0-4,"(3.6, 5.4]"
39,Female,Education,6.1,Twitter,49,4.2,4.2,3.6,2.0,6.2,1.3,9,True,False,0,2,3.2,20-40,4-8,"(5.4, 7.2]"
45,Male,Student,1.8,Facebook,63,6.7,5.9,5.9,2.0,6.7,1.0,0,True,False,4,23,5.1,40-60,0-4,"(-0.018, 1.8]"
57,Male,Unemployed,2.6,TikTok,68,11.7,7.9,7.0,10.0,7.1,0.0,4,True,True,1,19,7.0,40-60,0-4,"(1.8, 3.6]"
24,Female,Health,4.1,Instagram,57,3.5,4.2,3.9,7.0,10.0,0.6,2,False,False,4,11,5.9,20-40,4-8,"(3.6, 5.4]"
18,Female,Health,2.1,Twitter,67,9.7,7.3,6.2,3.0,4.6,0.6,1,False,False,1,13,5.6,0-20,0-4,"(1.8, 3.6]"
49,Female,Unemployed,4.0,TikTok,68,9.2,8.7,7.9,3.0,3.8,0.9,2,True,True,2,9,8.2,40-60,0-4,"(3.6, 5.4]"
30,Male,Health,1.1,Instagram,55,4.4,8.6,6.8,5.0,6.2,1.2,3,False,False,2,19,8.9,20-40,0-4,"(-0.018, 1.8]"
47,Female,Unemployed,3.9,Twitter,71,9.9,8.5,8.5,8.0,6.5,1.0,10,False,False,3,26,9.7,40-60,0-4,"(3.6, 5.4]"
40,Male,Student,2.5,TikTok,58,7.5,6.8,5.1,2.0,4.7,0.3,0,False,False,0,18,6.5,20-40,0-4,"(1.8, 3.6]"
36,Male,Student,0.0,Facebook,66,6.0,5.0,4.3,9.0,7.4,0.9,6,False,True,0,3,4.5,20-40,,"(-0.018, 1.8]"
49,Male,Student,0.9,Instagram,64,3.8,7.7,6.1,5.0,7.8,0.8,8,False,False,2,27,7.2,40-60,0-4,"(-0.018, 1.8]"
47,Female,IT,3.3,Telegram,65,10.9,7.0,5.9,4.0,6.4,1.7,5,False,False,2,23,4.3,40-60,0-4,"(1.8, 3.6]"
46,Male,Finance,5.7,Twitter,89,10.5,6.3,5.6,7.0,7.0,0.8,2,False,False,1,18,4.9,40-60,4-8,"(5.4, 7.2]"
62,Male,Unemployed,0.4,Telegram,64,6.8,6.9,6.0,5.0,8.9,1.1,8,False,False,0,13,4.5,60-80,0-4,"(-0.018, 1.8]"
46,Male,Student,2.1,Instagram,50,3.9,3.9,3.0,3.0,6.9,0.5,6,False,True,2,26,3.3,40-60,0-4,"(1.8, 3.6]"
47,Female,Health,3.8,Facebook,57,5.5,4.1,4.0,2.0,8.2,1.1,5,False,False,2,8,5.1,40-60,0-4,"(3.6, 5.4]"
33,Female,Unemployed,4.9,Instagram,54,8.2,3.9,3.3,7.0,6.2,1.8,6,False,False,1,18,3.0,20-40,4-8,"(3.6, 5.4]"
57,Female,Health,2.7,Facebook,63,8.3,8.5,7.3,8.0,7.6,0.9,0,False,False,4,8,8.7,40-60,0-4,"(1.8, 3.6]"
36,Male,Unemployed,4.7,Instagram,65,6.1,3.8,4.4,8.0,5.8,0.2,4,False,False,1,5,6.4,20-40,4-8,"(3.6, 5.4]"
35,Male,Unemployed,6.7,TikTok,61,3.5,2.3,2.7,7.0,5.3,1.7,8,True,True,2,17,2.8,20-40,4-8,"(5.4, 7.2]"
18,Male,Education,3.4,Telegram,54,5.3,5.4,2.8,4.0,6.2,1.5,10,True,False,4,26,4.7,0-20,0-4,"(1.8, 3.6]"
31,Female,Finance,1.0,TikTok,51,8.0,8.6,2.9,3.0,6.3,0.5,10,True,False,0,28,3.7,20-40,0-4,"(-0.018, 1.8]"
64,Male,Student,5.9,Instagram,61,5.9,3.2,3.0,2.0,8.9,1.3,5,True,False,3,5,2.6,60-80,4-8,"(5.4, 7.2]"
19,Male,Finance,4.1,TikTok,50,3.5,3.3,2.5,7.0,8.4,1.7,5,False,False,0,28,2.9,0-20,4-8,"(3.6, 5.4]"
45,Female,Student,3.5,Instagram,59,11.8,4.8,4.0,4.0,6.4,1.2,7,True,False,2,30,5.0,40-60,0-4,"(1.8, 3.6]"
47,Male,Health,6.6,Instagram,62,9.8,3.3,3.6,3.0,6.3,1.5,4,False,False,2,14,2.7,40-60,4-8,"(5.4, 7.2]"
55,Male,Finance,5.8,Instagram,58,4.1,2.8,2.4,6.0,6.2,2.4,10,False,False,3,13,1.7,40-60,4-8,"(5.4, 7.2]"
21,Male,Finance,11.8,Facebook,60,5.7,4.9,5.2,7.0,6.4,0.4,0,True,False,2,4,3.9,20-40,8-12,"(10.8, 12.6]"
18,Male,Student,17.9,Facebook,67,10.3,6.1,5.3,6.0,6.0,0.9,5,False,False,3,30,6.4,0-20,16-20,"(16.2, 18.0]"
25,Female,Student,2.3,Twitter,52,4.2,3.2,4.3,6.0,5.7,1.4,9,False,False,3,20,5.2,20-40,0-4,"(1.8, 3.6]"
46,Other,Finance,3.4,Facebook,53,8.6,8.4,4.0,1.0,7.2,1.0,6,False,False,0,5,6.7,40-60,0-4,"(1.8, 3.6]"
56,Male,Unemployed,2.9,Telegram,54,5.8,3.8,3.7,1.0,7.2,2.0,10,False,False,1,19,3.3,40-60,0-4,"(1.8, 3.6]"
20,Male,Student,2.1,Instagram,64,5.1,3.1,3.4,3.0,7.1,0.7,7,False,True,4,31,4.5,0-20,0-4,"(1.8, 3.6]"
49,Female,Finance,2.6,Instagram,59,7.3,7.4,7.0,6.0,7.1,1.2,1,True,False,0,12,6.3,40-60,0-4,"(1.8, 3.6]"
27,Female,Education,5.1,Facebook,53,5.1,3.6,2.7,10.0,6.5,0.4,7,False,True,0,21,2.1,20-40,4-8,"(3.6, 5.4]"
27,Male,Finance,3.4,Facebook,71,3.9,7.3,6.9,1.0,5.8,1.3,1,False,False,1,20,7.1,20-40,0-4,"(1.8, 3.6]"
36,Female,IT,2.1,Telegram,65,8.3,6.7,6.1,6.0,5.2,1.8,6,True,False,1,4,6.7,20-40,0-4,"(1.8, 3.6]"
63,Male,Finance,4.3,Instagram,49,7.2,5.1,4.0,4.0,5.6,1.3,5,False,False,2,27,5.1,60-80,4-8,"(3.6, 5.4]"
51,Female,Unemployed,4.1,TikTok,66,8.6,7.0,5.5,9.0,7.6,0.8,10,False,False,2,31,6.4,40-60,4-8,"(3.6, 5.4]"
50,Other,Education,2.9,Facebook,69,9.9,8.9,5.2,3.0,5.0,0.7,4,True,True,3,22,9.9,40-60,0-4,"(1.8, 3.6]"
40,Female,Education,0.8,TikTok,60,4.6,5.6,5.0,4.0,5.9,0.9,3,False,False,2,21,5.5,20-40,0-4,"(-0.018, 1.8]"
45,Female,Unemployed,1.9,Telegram,50,7.7,7.3,6.8,8.0,6.2,1.8,3,False,False,3,13,7.1,40-60,0-4,"(1.8, 3.6]"
49,Male,Health,3.0,Facebook,52,3.8,3.8,3.0,2.0,6.6,0.9,6,False,False,3,0,2.6,40-60,0-4,"(1.8, 3.6]"
24,Female,Unemployed,4.8,Telegram,67,10.9,8.9,8.1,2.0,7.6,0.7,1,False,False,2,5,8.5,20-40,4-8,"(3.6, 5.4]"
46,Female,Health,3.6,Telegram,62,5.7,6.3,5.6,8.0,5.3,0.8,0,False,False,3,7,4.8,40-60,0-4,"(1.8, 3.6]"
25,Female,IT,2.4,Facebook,48,7.9,4.8,4.0,7.0,3.6,0.9,8,False,False,2,12,3.9,20-40,0-4,"(1.8, 3.6]"
18,Male,Student,6.1,TikTok,55,5.3,5.9,5.4,1.0,8.8,1.0,3,False,False,1,31,3.7,0-20,4-8,"(5.4, 7.2]"
20,Female,Student,2.5,Instagram,57,7.1,5.2,5.6,2.0,5.5,1.1,4,True,False,0,18,7.5,0-20,0-4,"(1.8, 3.6]"
41,Female,Education,2.9,Instagram,67,3.4,2.0,1.9,6.0,7.2,0.8,8,False,False,0,30,7.1,40-60,0-4,"(1.8, 3.6]"
40,Male,Education,6.7,Instagram,66,4.8,7.2,6.3,4.0,5.7,1.1,6,False,False,6,31,6.6,20-40,4-8,"(5.4, 7.2]"
25,Male,Health,1.2,TikTok,52,7.8,3.1,2.1,5.0,7.4,0.1,6,False,False,0,19,0.4,20-40,0-4,"(-0.018, 1.8]"
64,Male,Education,5.6,Twitter,58,6.3,5.0,4.7,4.0,6.7,0.8,6,False,False,1,2,1.8,60-80,4-8,"(5.4, 7.2]"
54,Female,Finance,2.2,TikTok,51,6.0,3.8,3.0,4.0,7.5,2.2,5,False,False,2,20,3.3,40-60,0-4,"(1.8, 3.6]"
20,Female,Finance,3.4,TikTok,66,9.1,4.6,3.6,5.0,4.9,1.9,8,False,False,3,10,4.0,0-20,0-4,"(1.8, 3.6]"
50,Female,IT,3.6,Instagram,64,8.7,8.1,7.7,6.0,8.6,1.2,0,True,True,3,15,8.7,40-60,0-4,"(1.8, 3.6]"
45,Male,Finance,2.5,Telegram,70,7.8,7.8,7.6,7.0,6.2,0.8,6,True,False,1,6,9.3,40-60,0-4,"(1.8, 3.6]"
64,Female,IT,1.1,Instagram,67,5.5,8.8,8.3,2.0,7.1,3.0,2,False,False,1,24,9.8,60-80,0-4,"(-0.018, 1.8]"
25,Female,Health,1.7,TikTok,72,5.9,2.5,2.4,6.0,7.1,1.1,5,False,False,1,18,2.7,20-40,0-4,"(-0.018, 1.8]"
51,Male,Finance,2.6,TikTok,49,8.5,7.0,6.8,7.0,7.0,1.7,0,False,False,1,20,7.6,40-60,0-4,"(1.8, 3.6]"
52,Male,IT,1.4,Twitter,56,5.4,3.8,2.9,8.0,7.0,2.6,2,True,False,4,15,1.5,40-60,0-4,"(-0.018, 1.8]"
49,Male,Student,3.0,Twitter,51,8.7,5.7,4.7,6.0,6.9,0.2,3,True,False,1,4,4.6,40-60,0-4,"(1.8, 3.6]"
41,Female,IT,1.5,Telegram,62,12.0,8.8,7.8,9.0,7.4,1.0,0,False,False,2,16,7.2,40-60,0-4,"(-0.018, 1.8]"
31,Male,Unemployed,1.2,Twitter,58,2.4,6.5,4.7,9.0,8.8,1.7,7,True,False,2,0,5.5,20-40,0-4,"(-0.018, 1.8]"
49,Male,Finance,3.8,Twitter,49,5.3,8.7,7.7,4.0,7.6,0.3,10,True,False,1,16,9.6,40-60,0-4,"(3.6, 5.4]"
63,Male,IT,6.4,Telegram,65,6.4,4.8,5.1,1.0,8.5,0.6,9,False,True,0,8,6.0,60-80,4-8,"(5.4, 7.2]"
60,Female,Unemployed,2.8,Facebook,60,7.8,6.4,5.7,4.0,6.9,1.2,5,False,False,3,23,4.1,40-60,0-4,"(1.8, 3.6]"
33,Male,Health,1.7,Facebook,57,8.9,3.3,3.4,1.0,7.2,1.1,4,False,False,0,28,2.3,20-40,0-4,"(-0.018, 1.8]"
21,Male,Education,1.0,TikTok,50,6.7,7.6,6.8,2.0,6.5,0.9,2,False,False,3,30,4.6,20-40,0-4,"(-0.018, 1.8]"
54,Male,Student,1.9,Facebook,66,7.7,7.9,6.7,8.0,8.6,1.3,10,True,False,0,12,5.7,40-60,0-4,"(1.8, 3.6]"
38,Male,Health,0.0,TikTok,59,6.6,2.9,2.3,9.0,5.6,1.7,3,False,True,1,18,3.4,20-40,,"(-0.018, 1.8]"
31,Male,Student,1.8,TikTok,57,3.6,3.1,2.1,10.0,4.7,1.0,8,False,False,1,29,0.7,20-40,0-4,"(-0.018, 1.8]"
48,Female,Student,4.4,Twitter,61,8.8,2.0,2.2,9.0,7.1,1.0,0,True,False,2,20,1.8,40-60,4-8,"(3.6, 5.4]"
65,Female,Unemployed,4.3,Twitter,57,8.1,8.1,8.3,3.0,6.6,1.1,3,True,False,1,24,9.2,60-80,4-8,"(3.6, 5.4]"
